,Unnamed: 0,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,zipcode,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,security_deposit,cleaning_fee,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
8418,8418,0.0,4,1.0,1.0,78746.0,0,2,2,1.0,1.0,1.0,3,95,200.00 ,,0,0,0,74,6,100.0,0,3,0,0
8419,8419,0.0,2,1.0,0.0,78746.0,1,3,9,3.5,5.0,5.0,3,800,,,12,12,25,25,0,,0,1,0,0
8420,8420,0.0,2,1.0,0.0,78746.0,1,3,8,8.0,6.0,5.0,3,1500,,,0,0,0,0,0,,0,1,0,0
8421,8421,0.0,1,1.0,0.0,78746.0,1,3,4,1.0,1.0,2.0,3,120,,15.0,1,2,29,29,0,,0,1,0,0
8422,8422,0.0,2,1.0,0.0,78723.0,1,2,3,1.5,1.0,1.0,3,65,,,16,46,75,164,2,100.0,1,1,0,0
8423,8423,0.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,50,,,16,44,73,73,138,93.0,1,2,0,0
8424,8424,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,50,,20.0,15,44,74,318,39,99.0,0,2,0,0
8425,8425,1.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,50,250.00 ,20.0,5,32,61,61,75,99.0,0,2,0,0
8426,8426,0.0,6,1.0,1.0,78723.0,0,2,2,1.0,1.0,1.0,1,90,,,4,17,32,307,17,93.0,1,1,0,0
8427,8427,1.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,46,,,20,36,58,333,349,96.0,0,3,0,0
8428,8428,0.0,6,1.0,1.0,78723.0,1,2,1,1.0,1.0,1.0,2,41,,,14,36,66,156,15,99.0,1,2,0,0
8429,8429,1.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,49,,,22,52,81,106,120,99.0,1,2,0,0
8430,8430,0.0,3,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,2,50,,,24,54,84,174,0,,1,3,0,0
8431,8431,0.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,44,100.00 ,,14,14,14,14,189,93.0,1,2,0,0
8432,8432,0.0,5,1.0,1.0,78723.0,1,2,2,2.0,1.0,3.0,2,245,500.00 ,50.0,0,0,0,0,0,,1,2,0,0
8433,8433,0.0,2,1.0,0.0,78723.0,0,2,2,1.5,1.0,1.0,2,36,180.00 ,66.0,0,15,45,320,0,,0,1,0,0
8434,8434,0.0,5,1.0,1.0,78723.0,1,2,7,1.0,1.0,6.0,3,40,,15.0,21,48,78,78,82,92.0,0,2,0,0
8435,8435,1.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,2,55,,10.0,20,50,79,79,90,99.0,0,2,0,0
8436,8436,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,55,,,14,40,69,69,85,98.0,0,2,0,0
8437,8437,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,60,,25.0,11,33,63,153,23,97.0,1,2,0,0
8438,8438,0.0,5,1.0,1.0,78723.0,0,2,4,1.0,2.0,2.0,3,100,,,28,58,88,363,0,,1,1,0,0
8439,8439,0.0,4,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,2,35,100.00 ,15.0,4,4,4,130,2,100.0,0,2,0,0
8440,8440,0.0,6,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,25,,15.0,15,45,75,350,3,100.0,0,2,0,0
8441,8441,0.0,3,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,3,350,,25.0,12,12,12,19,0,,1,1,0,0
8442,8442,1.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,43,250.00 ,20.0,1,1,28,28,30,99.0,0,2,0,0
8443,8443,0.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,2,74,,,23,49,49,49,4,95.0,0,2,0,0
8444,8444,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,56,,10.0,6,11,41,316,9,98.0,0,2,0,0
8445,8445,0.0,6,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,2,55,,,22,52,82,172,1,80.0,1,3,0,0
8446,8446,0.0,3,1.0,0.0,78723.0,1,2,1,1.0,1.0,1.0,2,50,,,26,56,86,176,0,,1,1,0,0
8447,8447,0.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,43,,,17,45,75,75,158,94.0,1,2,0,0
8448,8448,0.0,2,1.0,0.0,78723.0,0,2,2,1.0,1.0,1.0,3,99,,15.0,19,49,79,169,0,,0,1,0,0
8449,8449,1.0,5,1.0,1.0,78723.0,1,2,1,1.0,1.0,1.0,3,34,,40.0,20,50,79,79,5,96.0,0,3,0,0
8450,8450,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,60,,10.0,20,50,80,355,0,,1,3,0,0
8451,8451,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,55,,,15,33,47,210,0,,1,1,0,0
8452,8452,0.0,6,1.0,1.0,78723.0,0,2,1,1.0,1.0,1.0,3,41,,,19,49,79,169,2,80.0,0,1,0,0
8453,8453,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,60,,,16,34,48,198,0,,1,2,0,0
8454,8454,0.0,3,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,2,50,,,27,57,87,177,0,,1,3,0,0
8455,8455,0.0,3,1.0,0.0,78723.0,1,2,1,1.0,1.0,1.0,2,50,,,19,49,79,169,0,,1,3,0,0
8456,8456,1.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,2,45,,,26,56,86,361,29,93.0,0,3,0,0
8457,8457,0.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,95,,,13,43,72,72,0,,0,2,0,0
8458,8458,0.0,3,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,3,100,,,0,0,0,0,4,95.0,0,1,0,0
8459,8459,0.0,3,1.0,0.0,78723.0,0,2,2,2.0,1.0,1.0,3,60,,,0,0,3,3,4,85.0,0,1,0,0
8460,8460,0.0,3,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,3,150,,,30,60,90,365,0,,0,1,0,0
8461,8461,0.0,4,1.0,1.0,78723.0,0,2,2,1.0,1.0,2.0,3,45,,5.0,20,50,80,80,59,93.0,0,2,0,0
8462,8462,0.0,5,1.0,1.0,78723.0,1,2,1,1.0,1.0,1.0,2,100,,,12,42,72,347,2,90.0,0,1,0,0
8463,8463,0.0,4,1.0,1.0,78723.0,1,2,2,1.5,0.0,1.0,3,145,,,2,2,2,2,0,,1,1,0,0
8464,8464,0.0,5,1.0,1.0,78723.0,1,2,4,2.0,1.0,2.0,3,300,,,0,0,0,0,0,,0,2,0,0
8465,8465,0.0,5,1.0,1.0,78723.0,1,2,2,2.0,1.0,1.0,3,165,,25.0,0,0,19,19,0,,0,2,0,0
8466,8466,0.0,5,1.0,1.0,78723.0,1,2,3,1.0,1.0,1.0,3,45,,,18,44,44,44,4,95.0,0,2,0,0
8467,8467,0.0,6,1.0,1.0,,0,2,2,1.0,1.0,1.0,3,45,100.00 ,10.0,0,0,0,0,3,100.0,0,2,0,0
8468,8468,0.0,2,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,3,78,200.00 ,,0,0,0,259,0,,0,1,0,0
8469,8469,0.0,2,1.0,0.0,78723.0,0,2,2,1.5,1.0,1.0,3,70,100.00 ,30.0,28,58,88,177,3,100.0,0,1,0,0
8470,8470,0.0,3,1.0,0.0,78723.0,1,2,3,1.0,1.0,1.0,3,125,100.00 ,35.0,30,60,90,365,0,,0,3,0,0
8471,8471,0.0,2,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,0,75,,,0,0,0,0,0,,0,1,0,0
8472,8472,0.0,2,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,2,75,,,23,53,83,83,0,,1,1,0,0
8473,8473,0.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,80,,,0,0,0,0,1,80.0,0,1,0,0
8474,8474,0.0,5,1.0,1.0,78723.0,1,2,2,2.0,1.0,1.0,3,129,100.00 ,,30,60,90,365,1,97.0,0,2,0,0
8475,8475,1.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,45,,35.0,8,34,64,154,15,100.0,0,2,0,0
8476,8476,0.0,5,1.0,1.0,78723.0,0,2,3,1.0,2.0,1.0,0,100,,,23,53,83,173,0,,0,1,0,0
8477,8477,0.0,3,1.0,0.0,78723.0,0,2,2,1.0,1.0,1.0,3,65,,15.0,29,59,89,364,2,100.0,0,1,0,0
8478,8478,0.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,2,50,,,5,5,5,5,7,94.0,0,3,0,0
8479,8479,0.0,4,1.0,1.0,78723.0,1,2,4,1.0,1.0,2.0,3,199,500.00 ,75.0,0,0,0,0,0,,0,2,0,0
8480,8480,0.0,4,1.0,1.0,78723.0,1,2,4,2.0,1.0,2.0,3,225,,75.0,30,60,90,365,0,,0,3,0,0
8481,8481,0.0,3,1.0,0.0,78723.0,0,2,3,1.0,1.0,1.0,2,70,,10.0,30,60,90,365,0,,0,1,0,0
8482,8482,0.0,4,1.0,1.0,78723.0,0,2,3,1.0,1.0,1.0,3,75,,,24,54,84,359,8,97.0,0,2,0,0
8483,8483,0.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,79,100.00 ,20.0,13,31,61,336,0,,0,3,0,0
8484,8484,0.0,2,1.0,0.0,78723.0,0,2,4,1.0,2.0,2.0,2,35,,25.0,30,60,90,365,0,,1,2,0,0
8485,8485,0.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,80,100.00 ,15.0,0,0,0,0,1,100.0,1,1,0,0
8486,8486,0.0,5,1.0,1.0,78723.0,0,2,3,1.0,1.0,1.0,3,120,,,30,60,90,365,0,,0,1,0,0
8487,8487,0.0,3,1.0,0.0,78723.0,0,2,4,1.0,1.0,1.0,2,80,,25.0,16,46,76,166,0,,1,1,0,0
8488,8488,0.0,6,1.0,1.0,78723.0,1,2,4,1.0,1.0,2.0,3,70,,,17,47,77,352,60,95.0,0,2,1,1
8489,8489,0.0,5,1.0,1.0,78723.0,1,3,2,1.0,0.0,1.0,3,60,,,7,13,18,18,5,88.0,1,2,0,0
8490,8490,0.0,5,1.0,1.0,78723.0,1,2,1,1.0,1.0,1.0,1,100,,,30,60,89,89,1,100.0,0,3,0,0
8491,8491,0.0,6,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,2,63,,,24,54,84,359,0,,0,3,0,0
8492,8492,0.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,85,,20.0,25,55,85,360,6,92.0,0,1,0,0
8493,8493,0.0,5,1.0,1.0,78723.0,1,2,1,1.0,1.0,1.0,3,100,100.00 ,25.0,25,30,60,335,1,97.0,0,3,0,0
8494,8494,0.0,2,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,2,50,,,0,0,0,0,0,,1,1,0,0
8495,8495,0.0,2,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,3,85,,,30,60,90,365,0,,0,1,0,0
8496,8496,0.0,4,1.0,1.0,78723.0,1,2,2,1.5,1.0,1.0,3,65,,,30,60,90,90,9,100.0,0,1,0,0
8497,8497,1.0,3,1.0,0.0,78723.0,1,3,3,1.0,1.0,2.0,3,119,100.00 ,40.0,17,43,70,160,74,99.0,0,3,0,0
8498,8498,0.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,2,85,,,20,50,74,164,30,99.0,0,2,1,1
8499,8499,0.0,5,1.0,1.0,78723.0,1,3,6,2.0,3.0,4.0,2,325,,125.0,5,5,5,77,0,,0,1,0,0
8500,8500,1.0,5,1.0,1.0,78723.0,1,3,2,1.0,0.0,1.0,2,120,100.00 ,50.0,0,7,28,291,95,99.0,1,3,0,0
8501,8501,0.0,6,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,85,100.00 ,,1,4,34,34,17,100.0,1,2,0,0
8502,8502,1.0,4,1.0,1.0,78723.0,1,3,4,1.0,2.0,3.0,3,100,,30.0,3,3,3,3,38,96.0,0,3,0,0
8503,8503,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,88,,,0,1,22,22,26,98.0,0,2,0,0
8504,8504,0.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,2,48,,55.0,0,0,0,261,43,95.0,1,3,0,0
8505,8505,1.0,4,1.0,1.0,78723.0,1,3,5,2.0,3.0,3.0,3,200,,30.0,6,6,6,37,4,100.0,0,2,0,0
8506,8506,1.0,4,1.0,1.0,78723.0,1,3,6,1.0,3.0,3.0,3,185,650.00 ,110.0,17,39,64,333,79,99.0,0,3,0,0
8507,8507,0.0,2,1.0,0.0,78723.0,0,3,6,2.0,3.0,3.0,3,250,500.00 ,75.0,26,56,86,176,0,,0,2,0,0
8508,8508,0.0,4,1.0,1.0,78723.0,1,3,4,1.0,3.0,3.0,3,85,700.00 ,75.0,7,7,7,7,5,70.0,0,2,0,0
8509,8509,0.0,4,1.0,1.0,78723.0,1,3,6,1.0,2.0,2.0,3,175,250.00 ,100.0,14,44,74,164,9,93.0,0,3,0,0
8510,8510,0.0,4,1.0,1.0,78723.0,1,3,5,1.0,2.0,2.0,3,290,500.00 ,25.0,11,11,11,11,1,100.0,1,3,0,0
8511,8511,0.0,1,1.0,0.0,78723.0,1,3,6,2.0,3.0,3.0,3,2000,,300.0,0,0,0,0,0,,0,1,0,0
8512,8512,1.0,6,1.0,1.0,78723.0,1,3,6,1.0,2.0,3.0,3,79,199.00 ,59.0,16,43,73,348,113,96.0,1,3,0,0
8513,8513,0.0,5,1.0,1.0,78723.0,1,3,2,1.0,0.0,1.0,3,99,99.00 ,65.0,16,16,16,16,13,97.0,0,2,0,0
8514,8514,0.0,4,1.0,0.0,78723.0,1,2,1,1.0,1.0,1.0,2,60,,,3,3,3,3,0,,1,1,0,0
8515,8515,1.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,99,300.00 ,25.0,3,20,40,306,13,98.0,0,2,0,1
8516,8516,0.0,4,1.0,1.0,78723.0,1,2,2,0.5,1.0,1.0,3,29,95.00 ,25.0,20,50,80,355,18,100.0,0,2,0,0
8517,8517,0.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,49,,,21,51,81,356,0,,0,1,0,0
8518,8518,0.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,2,35,,25.0,17,17,17,17,7,94.0,0,1,0,0
8519,8519,1.0,6,1.0,1.0,78723.0,1,3,6,1.0,2.0,3.0,3,79,,59.0,9,33,60,334,26,98.0,1,3,0,0
8520,8520,0.0,4,1.0,0.0,78723.0,1,2,2,2.5,1.0,1.0,3,800,,120.0,30,60,90,365,2,90.0,0,1,0,0
8521,8521,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,55,200.00 ,,24,54,84,359,1,100.0,0,2,0,0
8522,8522,0.0,4,1.0,1.0,78723.0,0,2,2,1.0,1.0,1.0,3,62,100.00 ,30.0,29,59,89,364,0,,0,3,1,1
8523,8523,0.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,28,95.00 ,,23,53,82,82,4,100.0,0,1,0,0
8524,8524,0.0,2,1.0,0.0,,0,2,2,1.0,1.0,1.0,3,200,,,0,0,0,0,0,,0,1,0,0
8525,8525,0.0,5,1.0,1.0,78723.0,0,3,3,1.0,1.0,1.0,3,75,,,0,4,4,4,0,,0,2,0,0
8526,8526,0.0,4,1.0,1.0,78723.0,1,2,2,2.0,1.0,1.0,2,100,,,30,60,90,365,0,,0,1,0,0
8527,8527,0.0,3,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,3,200,500.00 ,50.0,30,60,90,365,0,,0,3,0,0
8528,8528,0.0,3,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,3,100,,,12,12,12,12,0,,1,3,0,0
8529,8529,0.0,4,1.0,1.0,78723.0,1,2,4,1.0,1.0,1.0,3,70,200.00 ,10.0,0,0,0,64,3,93.0,0,3,0,0
8530,8530,1.0,4,1.0,1.0,78723.0,1,3,6,1.0,2.0,2.0,2,90,200.00 ,40.0,9,29,56,331,61,98.0,0,2,0,0
8531,8531,0.0,4,1.0,1.0,78723.0,1,3,2,1.0,0.0,1.0,2,75,100.00 ,50.0,15,38,68,68,0,,0,2,0,0
8532,8532,1.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,100,,,23,53,83,264,1,100.0,0,1,0,0
8533,8533,0.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,47,100.00 ,10.0,9,23,37,37,35,94.0,0,2,0,0
8534,8534,1.0,6,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,54,,10.0,17,34,55,137,20,100.0,0,1,0,0
8535,8535,0.0,4,1.0,1.0,78723.0,1,3,8,1.0,2.0,3.0,2,95,,75.0,17,38,56,323,89,98.0,1,3,0,0
8536,8536,0.0,7,1.0,1.0,78723.0,1,2,1,1.5,1.0,1.0,3,90,,,11,41,71,71,0,,1,1,0,1
8537,8537,0.0,5,1.0,1.0,78723.0,1,3,2,1.0,0.0,1.0,3,129,95.00 ,50.0,0,0,0,0,1,,1,2,0,0
8538,8538,0.0,4,1.0,1.0,78723.0,1,3,5,2.0,3.0,3.0,3,600,"1,000.00 ",150.0,10,15,15,57,0,,0,2,0,0
8539,8539,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,2,99,,15.0,21,51,78,78,5,100.0,0,2,0,0
8540,8540,0.0,2,1.0,0.0,78723.0,0,2,2,1.0,1.0,2.0,3,300,300.00 ,75.0,0,0,0,0,0,,0,2,0,0
8541,8541,0.0,5,1.0,1.0,78723.0,1,3,5,2.0,3.0,2.0,3,125,250.00 ,100.0,1,1,1,183,8,100.0,0,3,0,0
8542,8542,0.0,4,1.0,1.0,78723.0,0,2,2,1.0,1.0,1.0,2,50,100.00 ,10.0,0,0,0,0,2,100.0,1,2,0,0
8543,8543,1.0,4,1.0,1.0,78723.0,1,3,2,1.0,1.0,1.0,2,65,,10.0,3,14,37,293,414,97.0,0,3,1,1
8544,8544,1.0,4,1.0,1.0,78723.0,1,3,6,2.5,3.0,5.0,3,130,,75.0,0,13,43,318,13,97.0,1,3,0,0
8545,8545,1.0,4,1.0,1.0,78723.0,1,3,3,1.0,1.0,2.0,2,65,100.00 ,50.0,18,48,78,78,35,96.0,1,3,0,0
8546,8546,1.0,4,1.0,1.0,78723.0,1,3,6,1.0,3.0,3.0,3,169,99.00 ,129.0,14,34,56,313,49,100.0,0,3,0,0
8547,8547,1.0,5,1.0,1.0,78723.0,1,3,5,2.0,2.0,2.0,3,125,,50.0,0,4,16,116,6,97.0,0,2,0,0
8548,8548,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,2,85,,15.0,18,48,78,78,5,100.0,0,2,0,0
8549,8549,1.0,3,1.0,0.0,78723.0,1,3,7,1.0,2.0,3.0,3,111,300.00 ,60.0,5,23,50,325,32,96.0,1,3,0,0
8550,8550,0.0,4,1.0,1.0,78723.0,1,3,2,2.0,1.0,4.0,3,400,,150.0,13,13,13,13,0,,0,1,0,0
8551,8551,0.0,3,1.0,0.0,78723.0,1,3,4,2.0,2.0,2.0,2,450,250.00 ,150.0,12,33,62,62,0,,1,3,0,0
8552,8552,0.0,2,1.0,0.0,78723.0,1,3,13,2.0,4.0,9.0,3,395,,,17,21,32,32,0,,1,1,0,0
8553,8553,0.0,3,1.0,0.0,78723.0,1,3,10,3.5,4.0,7.0,3,745,500.00 ,150.0,10,19,28,124,2,100.0,0,2,0,0
8554,8554,1.0,4,1.0,1.0,78723.0,1,3,7,2.5,3.0,4.0,3,300,500.00 ,150.0,19,49,79,354,11,100.0,0,3,0,0
8555,8555,1.0,5,1.0,1.0,78723.0,1,3,5,2.5,2.0,2.0,3,124,,25.0,4,4,4,4,5,96.0,0,2,0,0
8556,8556,0.0,1,1.0,0.0,78723.0,1,1,1,1.0,1.0,1.0,0,125,,,0,0,0,0,0,,0,1,0,0
8557,8557,0.0,4,1.0,1.0,78723.0,1,3,8,2.0,3.0,5.0,3,195,250.00 ,100.0,1,1,1,1,11,100.0,0,2,0,0
8558,8558,1.0,4,1.0,1.0,78723.0,1,3,6,1.0,2.0,3.0,3,149,200.00 ,100.0,9,35,61,61,20,97.0,0,2,0,0
8559,8559,0.0,4,1.0,1.0,78723.0,1,3,4,1.0,2.0,2.0,3,150,,60.0,21,51,81,81,1,100.0,0,2,0,0
8560,8560,0.0,4,1.0,1.0,78723.0,1,3,8,2.5,3.0,3.0,3,250,,75.0,15,35,65,65,25,98.0,0,1,0,0
8561,8561,0.0,7,1.0,1.0,78723.0,1,3,6,2.5,2.0,3.0,3,195,300.00 ,150.0,23,53,83,83,0,,1,3,0,1
8562,8562,0.0,3,1.0,0.0,78723.0,1,1,1,1.0,1.0,1.0,3,75,,,30,60,90,365,0,,1,1,0,0
8563,8563,1.0,4,1.0,1.0,78723.0,1,3,10,2.5,3.0,5.0,3,369,300.00 ,130.0,22,44,67,340,37,100.0,0,3,0,0
8564,8564,0.0,5,1.0,1.0,78723.0,1,3,6,3.0,2.0,2.0,2,250,600.00 ,50.0,3,6,7,7,0,,0,3,0,0
8565,8565,0.0,3,1.0,0.0,78723.0,1,3,4,2.0,2.0,2.0,3,400,,,0,0,0,0,0,,0,1,0,0
8566,8566,0.0,4,1.0,1.0,78723.0,0,3,10,2.0,3.0,3.0,3,400,,50.0,30,60,90,365,0,,0,1,0,0
8567,8567,0.0,5,1.0,1.0,78723.0,0,3,6,1.0,3.0,3.0,3,89,150.00 ,100.0,3,30,60,60,15,91.0,0,2,0,0
8568,8568,0.0,6,1.0,1.0,78723.0,1,3,5,,3.0,2.0,3,175,100.00 ,25.0,0,0,0,0,1,94.0,0,1,0,0
8569,8569,0.0,4,1.0,1.0,78723.0,0,3,8,2.0,3.0,4.0,3,300,100.00 ,50.0,14,44,74,349,3,100.0,0,1,0,0
8570,8570,0.0,3,1.0,0.0,78723.0,0,3,6,2.0,3.0,3.0,3,99,150.00 ,5.0,2,13,43,316,26,93.0,0,2,0,0
8571,8571,0.0,2,1.0,0.0,78723.0,1,3,4,,1.0,1.0,0,600,,,30,60,90,365,0,,0,1,0,0
8572,8572,0.0,2,1.0,0.0,78723.0,1,3,3,1.0,1.0,1.0,3,99,150.00 ,50.0,19,49,76,76,0,,0,2,0,0
8573,8573,0.0,4,1.0,1.0,78723.0,1,3,6,1.5,3.0,3.0,3,150,250.00 ,100.0,2,9,17,35,1,100.0,0,3,0,0
8574,8574,0.0,1,1.0,0.0,78723.0,1,3,5,2.5,5.0,5.0,3,1100,,,0,0,0,0,0,,0,1,0,0
8575,8575,0.0,3,1.0,0.0,78723.0,1,3,7,2.0,3.0,4.0,3,250,,50.0,15,39,69,69,7,100.0,0,3,0,0
8576,8576,0.0,2,1.0,0.0,78723.0,0,2,4,2.0,1.0,3.0,3,110,,,19,49,79,354,0,,0,1,0,0
8577,8577,0.0,4,1.0,1.0,78723.0,1,3,6,2.5,2.0,2.0,2,150,,50.0,0,0,0,0,1,100.0,0,2,0,0
8578,8578,0.0,3,1.0,0.0,78723.0,1,2,2,1.0,1.0,1.0,3,64,,,30,60,90,365,0,,0,1,0,0
8579,8579,0.0,5,1.0,1.0,78723.0,0,2,2,2.0,1.0,1.0,3,95,150.00 ,,23,53,83,358,15,95.0,0,1,0,0
8580,8580,0.0,6,1.0,1.0,78723.0,0,2,2,1.0,1.0,1.0,3,60,,,0,0,0,156,5,96.0,0,1,0,0
8581,8581,0.0,7,1.0,1.0,78723.0,1,3,8,3.0,4.0,5.0,3,495,"1,500.00 ",175.0,27,57,84,359,5,100.0,0,3,0,0
8582,8582,0.0,5,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,39,250.00 ,25.0,0,0,0,15,1,100.0,0,2,0,0
8583,8583,1.0,6,1.0,1.0,78723.0,1,3,6,2.0,3.0,3.0,3,150,,100.0,23,49,49,49,46,95.0,0,2,0,0
8584,8584,0.0,4,1.0,1.0,78723.0,1,3,8,1.0,3.0,3.0,2,350,,175.0,14,44,74,74,0,,0,1,0,0
8585,8585,0.0,2,1.0,0.0,78723.0,1,3,8,2.0,3.0,2.0,3,2000,,,0,0,0,0,0,,0,1,0,0
8586,8586,0.0,3,1.0,0.0,78723.0,1,3,5,2.0,2.0,2.0,3,600,"1,000.00 ",,0,0,0,0,0,,0,1,0,0
8587,8587,0.0,4,1.0,1.0,78723.0,1,3,6,2.0,2.0,3.0,3,200,,,2,2,12,48,0,,1,3,0,0
8588,8588,1.0,5,1.0,1.0,78723.0,0,3,12,2.0,5.0,5.0,3,199,500.00 ,100.0,14,32,51,326,30,100.0,0,3,0,0
8589,8589,0.0,5,1.0,1.0,78723.0,1,3,4,1.0,2.0,2.0,3,130,,30.0,9,9,9,9,3,100.0,0,3,0,0
8590,8590,0.0,4,1.0,1.0,78723.0,0,3,4,1.0,1.0,1.0,3,96,100.00 ,32.0,11,12,29,39,42,97.0,0,2,0,0
8591,8591,0.0,3,1.0,0.0,78723.0,1,3,4,2.0,2.0,2.0,2,399,,,30,60,90,365,0,,0,3,0,0
8592,8592,0.0,3,1.0,0.0,78723.0,0,3,5,1.0,2.0,3.0,2,900,500.00 ,,7,7,7,72,0,,0,3,0,0
8593,8593,0.0,8,1.0,1.0,78723.0,1,3,9,2.5,4.0,3.0,3,425,"1,000.00 ",300.0,6,27,51,326,6,100.0,1,3,0,0
8594,8594,0.0,3,1.0,0.0,78723.0,1,3,6,2.5,4.0,3.0,3,500,,,0,0,0,0,0,,0,1,0,0
8595,8595,1.0,4,1.0,1.0,78723.0,1,3,5,1.0,2.0,2.0,3,149,99.00 ,99.0,0,24,54,329,14,100.0,1,3,0,0
8596,8596,0.0,3,1.0,0.0,78723.0,1,3,7,2.5,3.0,6.0,3,175,,30.0,18,47,77,78,0,,0,1,0,0
8597,8597,0.0,5,1.0,1.0,78723.0,1,3,5,2.5,2.0,3.0,3,200,500.00 ,150.0,22,52,82,357,5,96.0,0,3,0,0
8598,8598,0.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,0,400,,75.0,0,0,0,33,1,100.0,1,3,0,0
8599,8599,0.0,4,1.0,1.0,78723.0,1,3,5,1.0,1.0,1.0,2,150,300.00 ,,25,29,29,189,3,87.0,0,1,0,0
8600,8600,0.0,4,1.0,0.0,78723.0,1,1,3,1.0,1.0,1.0,2,40,,5.0,20,50,80,170,16,89.0,0,1,0,0
8601,8601,0.0,4,1.0,1.0,78723.0,1,3,8,2.5,4.0,4.0,3,400,500.00 ,150.0,12,15,24,107,3,93.0,0,3,0,0
8602,8602,0.0,6,1.0,1.0,78723.0,1,3,4,2.0,2.0,2.0,2,155,250.00 ,50.0,4,12,20,75,3,93.0,0,2,0,0
8603,8603,1.0,4,1.0,1.0,78723.0,1,2,2,1.0,1.0,1.0,3,45,,35.0,24,54,84,359,122,99.0,0,2,1,1
8604,8604,0.0,4,1.0,1.0,78723.0,1,3,4,2.5,2.0,2.0,3,150,,,27,57,87,362,0,,0,1,0,0
8605,8605,1.0,6,1.0,1.0,78723.0,1,3,6,2.5,2.0,2.0,3,134,500.00 ,40.0,0,0,0,3,6,100.0,0,1,0,0
